= Calculating relative diversity (B) for all neutral sites across the genome. = = =
Using recombination (crossover) map from ../bin/200kb.map
Plot saved to genome_plot.png
= B value calculated in 1.25 seconds. = = =
         1366344 function calls (1345329 primitive calls) in 1.689 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 path.py:607(get_extents)
      515    0.000    0.000    0.000    0.000 _methods.py:39(_amax)
        1    0.000    0.000    0.000    0.000 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scimath.py:1(<module>)
     9581    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
     4798    0.000    0.000    0.000    0.000 artist.py:1563(<genexpr>)
        1    0.000    0.000    0.000    0.000 traceback.py:216(extract_stack)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
       32    0.000    0.000    0.000    0.000 transforms.py:657(<listcomp>)
        1    0.000    0.000    0.000    0.000 traceback.py:338(extract)
       35    0.000    0.000    0.000    0.000 enum.py:222(<setcomp>)
        1    0.000    0.000    0.000    0.000 _axes.py:1479(plot)
     1104    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       72    0.000    0.000    0.000    0.000 transforms.py:2817(nonsingular)
       38    0.000    0.000    0.000    0.000 traceback.py:301(line)
      668    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
      190    0.000    0.000    0.000    0.000 transforms.py:307(ymin)
      121    0.000    0.000    0.000    0.000 lines.py:647(set_data)
        1    0.000    0.000    0.000    0.000 _base.py:542(_AxesBase)
        1    0.000    0.000    0.000    0.000 calculateLPerChunk.py:3(calculateLPerChunk)
      117    0.000    0.000    0.000    0.000 font_manager.py:615(_from_any)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
     1567    0.000    0.000    0.000    0.000 __init__.py:1455(debug)
       32    0.000    0.000    0.000    0.000 transforms.py:658(<listcomp>)
      443    0.000    0.000    0.000    0.000 cbook.py:909(get_siblings)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        2    0.000    0.000    0.000    0.000 linecache.py:26(getline)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:942(source_to_code)
      394    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
        2    0.000    0.000    0.000    0.000 linecache.py:36(getlines)
     2114    0.000    0.000    0.000    0.000 transforms.py:113(__init__)
      181    0.000    0.000    0.000    0.000 transforms.py:312(xmax)
       24    0.000    0.000    0.000    0.000 typing.py:1223(__getitem__)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linecache.py:80(updatecache)
       63    0.000    0.000    0.000    0.000 inspect.py:3206(__str__)
      386    0.000    0.000    0.000    0.000 __init__.py:89(find_spec)
       32    0.000    0.000    0.000    0.000 transforms.py:659(<listcomp>)
       14    0.000    0.000    0.000    0.000 typing.py:2249(<dictcomp>)
     10/5    0.000    0.000    0.000    0.000 functools.py:961(__get__)
      223    0.000    0.000    0.000    0.000 text.py:1279(_preprocess_math)
      393    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:1(<module>)
     5391    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      692    0.000    0.000    0.000    0.000 enum.py:470(__setattr__)
       40    0.000    0.000    0.000    0.000 lines.py:1183(set_marker)
        1    0.000    0.000    0.000    0.000 calculateLPerChunk.py:27(accumulate_overlaps)
       44    0.000    0.000    0.000    0.000 typing.py:1147(copy_with)
        5    0.000    0.000    0.000    0.000 core.py:3055(re_match)
      231    0.000    0.000    0.000    0.000 __init__.py:64(check_isinstance)
       18    0.000    0.000    0.000    0.000 argparse.py:1392(add_argument)
       20    0.000    0.000    0.000    0.000 ticker.py:708(_compute_offset)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        5    0.000    0.000    0.000    0.000 core.py:3045(re)
        8    0.000    0.000    0.000    0.000 core.py:2886(_generateDefaultName)
     1579    0.000    0.000    0.000    0.000 sre_parse.py:287(tell)
     1542    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
       12    0.000    0.000    0.000    0.000 __init__.py:223(define_aliases)
     10/3    0.000    0.000    0.000    0.000 unicode.py:14(__get__)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
  217/173    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
        1    0.000    0.000    0.000    0.000 _text_helpers.py:1(<module>)
    57/56    0.000    0.000    0.000    0.000 transforms.py:1106(get_points)
       10    0.000    0.000    0.000    0.000 extras.py:233(__init__)
      394    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
      279    0.000    0.000    0.000    0.000 transforms.py:2897(_interval_contains_close)
        6    0.000    0.000    0.000    0.000 dataclasses.py:412(_create_fn)
       10    0.000    0.000    0.000    0.000 extras.py:237(getdoc)
      101    0.000    0.000    0.000    0.000 markers.py:257(_recache)
       11    0.000    0.000    0.000    0.000 core.py:2887(charsAsStr)
       35    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
      384    0.000    0.000    0.000    0.000 pyplot.py:966(_auto_draw_if_interactive)
        1    0.000    0.000    0.000    0.000 figure.py:181(FigureBase)
     5563    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      2/1    0.000    0.000    0.000    0.000 _base.py:3588(set_xlim)
  657/390    0.000    0.000    0.000    0.000 transforms.py:167(_invalidate_internal)
      157    0.000    0.000    0.000    0.000 transforms.py:2348(__init__)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
     1807    0.000    0.000    0.000    0.000 inspect.py:277(isfunction)
  435/330    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
     7685    0.000    0.000    0.000    0.000 inspect.py:2687(name)
       66    0.000    0.000    0.000    0.000 core.py:4486(__init__)
     6609    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      328    0.000    0.000    0.000    0.000 cbook.py:1782(<dictcomp>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
      6/4    0.000    0.000    0.000    0.000 axis.py:2269(setter)
        1    0.000    0.000    0.000    0.000 ntpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:647(<dictcomp>)
     1542    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
      180    0.000    0.000    0.000    0.000 ticker.py:572(__call__)
     1278    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      846    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
        3    0.000    0.000    0.000    0.000 axis.py:2398(_update_offset_text_position)
        1    0.000    0.000    0.000    0.000 {method 'set_window_title' of '_macosx.FigureManager' objects}
     6497    0.000    0.000    0.000    0.000 inspect.py:2699(kind)
      300    0.000    0.000    0.000    0.000 transforms.py:182(set_children)
      222    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
        2    0.000    0.000    0.000    0.000 font_manager.py:1493(_get_font)
      259    0.000    0.000    0.000    0.000 sre_parse.py:356(_escape)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:553(<listcomp>)
     1104    0.000    0.000    0.000    0.000 copyreg.py:100(__newobj__)
     1685    0.000    0.000    0.000    0.000 cbook.py:1851(_str_equal)
        1    0.000    0.000    0.000    0.000 TiffTags.py:1(<module>)
       51    0.000    0.000    0.000    0.000 typing.py:664(__init__)
      586    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        1    0.000    0.000    0.000    0.000 getlimits.py:162(_register_known_types)
     5737    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      160    0.000    0.000    0.000    0.000 text.py:890(get_unitless_position)
      619    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
       70    0.000    0.000    0.000    0.000 inspect.py:1959(_signature_bound_method)
       28    0.000    0.000    0.000    0.000 text.py:342(update_from)
        2    0.000    0.000    0.000    0.000 axis.py:647(__init__)
      678    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.affine_transform}
        1    0.000    0.000    0.000    0.000 axis.py:2294(__init__)
      325    0.000    0.000    0.000    0.000 figure.py:2761(_set_dpi)
     1845    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _base.py:1198(_gen_axes_spines)
        1    0.000    0.000    0.000    0.000 _base.py:1213(<dictcomp>)
       42    0.000    0.000    0.000    0.000 copy.py:237(_deepcopy_method)
     1894    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:57(_make_fontconfig_parser)
        9    0.000    0.000    0.000    0.000 PngImagePlugin.py:1064(putchunk)
        2    0.000    0.000    0.000    0.000 argparse.py:1832(parse_known_args)
     1868    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
        4    0.000    0.000    0.000    0.000 spines.py:432(linear_spine)
       32    0.000    0.000    0.000    0.000 stride_tricks.py:546(<listcomp>)
        1    0.000    0.000    0.000    0.000 figure.py:2398(__init__)
      132    0.000    0.000    0.000    0.000 ast.py:430(visit_Constant)
       34    0.000    0.000    0.000    0.000 transforms.py:2770(get_transformed_path_and_affine)
     2619    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       70    0.000    0.000    0.000    0.000 artist.py:1155(update_from)
      118    0.000    0.000    0.000    0.000 colors.py:240(_check_color_like)
       39    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 __init__.py:377(_mac_os_check)
      493    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        1    0.000    0.000    0.000    0.000 ImageFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
     5164    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        5    0.000    0.000    0.000    0.000 PngImagePlugin.py:1082(write)
      264    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
       64    0.000    0.000    0.000    0.000 stride_tricks.py:340(_broadcast_to)
       40    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
      258    0.000    0.000    0.000    0.000 transforms.py:2411(transform_non_affine)
        2    0.000    0.000    0.000    0.000 argparse.py:1871(_parse_known_args)
       22    0.000    0.000    0.000    0.000 ast.py:33(parse)
      139    0.000    0.000    0.000    0.000 artist.py:730(set_figure)
        1    0.000    0.000    0.000    0.000 unicode.py:80(alphanums)
       62    0.000    0.000    0.000    0.000 fromnumeric.py:2100(clip)
        1    0.000    0.000    0.000    0.000 _base.py:2815(autoscale_view)
      387    0.000    0.000    0.000    0.000 __init__.py:1285(is_interactive)
       30    0.000    0.000    0.000    0.000 pathlib.py:1023(glob)
        1    0.000    0.000    0.000    0.000 _base.py:2300(add_line)
        4    0.000    0.000    0.000    0.000 posixpath.py:392(realpath)
       32    0.000    0.000    0.000    0.000 colors.py:497(<setcomp>)
      149    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
      314    0.000    0.000    0.000    0.000 axis.py:786(get_transform)
       20    0.000    0.000    0.000    0.000 typing.py:1138(__getitem__)
      215    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
       88    0.000    0.000    0.000    0.000 artist.py:923(_set_gc_clip)
       29    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
       15    0.000    0.000    0.000    0.000 typing.py:1194(__getitem__)
     1120    0.000    0.000    0.000    0.000 sre_parse.py:112(__init__)
      824    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       81    0.000    0.000    0.000    0.000 transforms.py:794(unit)
      127    0.000    0.000    0.000    0.000 artist.py:437(set_transform)
        6    0.000    0.000    0.000    0.000 gettext.py:741(gettext)
      390    0.000    0.000    0.000    0.000 font_manager.py:1289(<genexpr>)
      719    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       20    0.000    0.000    0.000    0.000 ticker.py:747(_set_order_of_magnitude)
        4    0.000    0.000    0.000    0.000 spines.py:35(__init__)
        6    0.000    0.000    0.000    0.000 gettext.py:664(dgettext)
        3    0.000    0.000    0.000    0.000 gridspec.py:658(get_position)
     1309    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
       84    0.000    0.000    0.000    0.000 __init__.py:244(make_alias)
        1    0.000    0.000    0.000    0.000 _enums.py:1(<module>)
        6    0.000    0.000    0.000    0.000 gettext.py:583(translation)
        1    0.000    0.000    0.000    0.000 path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:70(alphas)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1(<module>)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1946(get_width_height)
       34    0.000    0.000    0.000    0.000 transforms.py:2746(_revalidate)
        3    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
      829    0.000    0.000    0.000    0.000 inspect.py:632(_is_wrapper)
        6    0.000    0.000    0.000    0.000 getlimits.py:34(__init__)
      214    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:453(polyfit)
        6    0.000    0.000    0.000    0.000 patches.py:48(__init__)
       16    0.000    0.000    0.000    0.000 core.py:1569(__or__)
        6    0.000    0.000    0.000    0.000 gettext.py:542(find)
       10    0.000    0.000    0.000    0.000 axis.py:440(_apply_tickdir)
        1    0.000    0.000    0.000    0.000 ExifTags.py:305(GPS)
        2    0.000    0.000    0.000    0.000 collections.py:77(__init__)
     5908    0.000    0.000    0.000    0.000 path.py:211(vertices)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
      130    0.000    0.000    0.000    0.000 colors.py:967(__init__)
     2294    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      345    0.000    0.000    0.000    0.000 scale.py:115(get_transform)
       14    0.000    0.000    0.000    0.000 typing.py:1208(__getitem_inner__)
       10    0.000    0.000    0.000    0.000 axis.py:497(_apply_tickdir)
     4883    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      246    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1616(<setcomp>)
      317    0.000    0.000    0.000    0.000 function_base.py:483(_add_docstring)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
      118    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       43    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
      284    0.000    0.000    0.000    0.000 cbook.py:1324(is_math_text)
       40    0.000    0.000    0.000    0.000 colors.py:1149(__init__)
        2    0.000    0.000    0.000    0.000 unicode.py:55(_chars_for_ranges)
        2    0.000    0.000    0.000    0.000 dataclasses.py:527(_init_fn)
      149    0.000    0.000    0.000    0.000 _methods.py:61(_all)
      183    0.000    0.000    0.000    0.000 lines.py:1197(_set_markercolor)
       34    0.000    0.000    0.000    0.000 pathlib.py:569(_parse_args)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 artist.py:1416(ArtistInspector)
        1    0.000    0.000    0.000    0.000 type_check.py:1(<module>)
      317    0.000    0.000    0.000    0.000 artist.py:269(convert_xunits)
      180    0.000    0.000    0.000    0.000 ticker.py:514(_format_maybe_minus_and_locale)
   134/34    0.000    0.000    0.000    0.000 core.py:1913(__str__)
        2    0.000    0.000    0.000    0.000 _base.py:2874(handle_single_axis)
       53    0.000    0.000    0.000    0.000 transforms.py:1612(transform_path_non_affine)
       29    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
     1319    0.000    0.000    0.000    0.000 __init__.py:670(_set)
     10/4    0.000    0.000    0.000    0.000 core.py:4226(streamline)
      962    0.000    0.000    0.000    0.000 fromnumeric.py:72(<dictcomp>)
       34    0.000    0.000    0.000    0.000 lines.py:711(_transform_path)
       61    0.000    0.000    0.000    0.000 lines.py:1138(set_linestyle)
       10    0.000    0.000    0.000    0.000 deprecation.py:316(delete_parameter)
       15    0.000    0.000    0.000    0.000 argparse.py:2546(_get_formatter)
       14    0.000    0.000    0.000    0.000 transforms.py:1593(transform_path)
      243    0.000    0.000    0.000    0.000 inspect.py:2721(__str__)
       20    0.000    0.000    0.000    0.000 colors.py:1189(reversed)
      674    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
        1    0.000    0.000    0.000    0.000 __init__.py:805(copy)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
     5727    0.000    0.000    0.000    0.000 path.py:223(codes)
    84/80    0.000    0.000    0.000    0.000 spines.py:339(get_spine_transform)
      164    0.000    0.000    0.000    0.000 sre_compile.py:265(_compile_charset)
       29    0.000    0.000    0.000    0.000 core.py:5618(__init__)
     1022    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       16    0.000    0.000    0.000    0.000 core.py:4218(__init__)
       28    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedRandom' objects}
      453    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       88    0.000    0.000    0.000    0.000 backend_bases.py:934(set_clip_path)
       34    0.000    0.000    0.000    0.000 core.py:2999(__init__)
       15    0.000    0.000    0.000    0.000 argparse.py:161(__init__)
        4    0.000    0.000    0.000    0.000 transforms.py:327(max)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
       57    0.000    0.000    0.000    0.000 text.py:982(set_color)
      711    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
  224/207    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
     5171    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
     2109    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       18    0.000    0.000    0.000    0.000 pathlib.py:589(_from_parts)
       92    0.000    0.000    0.000    0.000 core.py:2345(__init__)
      143    0.000    0.000    0.000    0.000 markers.py:282(_set_fillstyle)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
      100    0.000    0.000    0.000    0.000 axis.py:338(_set_artist_props)
       80    0.000    0.000    0.000    0.000 fromnumeric.py:3269(round)
     2764    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 _base.py:2328(_update_line_limits)
       49    0.000    0.000    0.000    0.000 core.py:131(get_object_signature)
       14    0.000    0.000    0.000    0.000 pathlib.py:957(__new__)
        1    0.000    0.000    0.000    0.000 axis.py:2532(__init__)
     2764    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
  563/298    0.000    0.000    0.000    0.000 transforms.py:2398(<lambda>)
     5644    0.000    0.000    0.000    0.000 path.py:254(should_simplify)
     5644    0.000    0.000    0.000    0.000 path.py:242(simplify_threshold)
      319    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 {built-in method posix.replace}
       61    0.000    0.000    0.000    0.000 lines.py:1053(set_color)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
      798    0.000    0.000    0.000    0.000 __init__.py:966(<lambda>)
      392    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
       22    0.000    0.000    0.000    0.000 patches.py:880(get_bbox)
       33    0.000    0.000    0.000    0.000 _collections_abc.py:991(update)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
       17    0.000    0.000    0.000    0.000 argparse.py:1939(consume_optional)
       79    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
      200    0.000    0.000    0.000    0.000 pyplot.py:164(_copy_docstring_and_deprecators)
      420    0.000    0.000    0.000    0.000 copy.py:264(<genexpr>)
     2283    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _mathtext.py:1814(Parser)
      147    0.000    0.000    0.000    0.000 posixpath.py:71(join)
     3946    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 argparse.py:1825(parse_args)
      146    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
       22    0.000    0.000    0.000    0.000 __init__.py:213(__getattr__)
     1567    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
      109    0.000    0.000    0.000    0.000 __init__.py:331(wrapper)
      644    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
       26    0.000    0.000    0.000    0.000 core.py:6855(__init__)
       88    0.000    0.000    0.000    0.000 transforms.py:2043(scale)
        8    0.000    0.000    0.000    0.000 colors.py:1630(make_norm_from_scale)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:155(MarkerStyle)
      466    0.000    0.000    0.000    0.000 text.py:1203(set_y)
      170    0.000    0.000    0.000    0.000 transforms.py:2214(<lambda>)
      875    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
        3    0.000    0.000    0.000    0.000 deprecation.py:379(wrapper)
     2219    0.000    0.000    0.000    0.000 artist.py:293(axes)
      618    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
        2    0.000    0.000    0.000    0.000 axis.py:2298(_init)
      217    0.000    0.000    0.000    0.000 font_manager.py:722(set_family)
       26    0.000    0.000    0.000    0.000 core.py:6860(getdoc)
      443    0.000    0.000    0.000    0.000 weakref.py:452(get)
       21    0.000    0.000    0.000    0.000 spines.py:234(_adjust_location)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
       42    0.000    0.000    0.000    0.000 core.py:2399(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
      306    0.000    0.000    0.000    0.000 results.py:148(__new__)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
     1835    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
     2891    0.000    0.000    0.000    0.000 font_manager.py:700(get_size)
        3    0.000    0.000    0.000    0.000 gridspec.py:144(get_grid_positions)
       19    0.000    0.000    0.000    0.000 transforms.py:239(__array__)
      812    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       37    0.000    0.000    0.000    0.000 transforms.py:1324(__init_subclass__)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
     1643    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       70    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
      619    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
       37    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
       76    0.000    0.000    0.000    0.000 rcsetup.py:91(<listcomp>)
       62    0.000    0.000    0.000    0.000 ticker.py:1904(scale_range)
       65    0.000    0.000    0.000    0.000 fromnumeric.py:2421(all)
     2828    0.000    0.000    0.000    0.000 font_manager.py:655(get_family)
      408    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
       51    0.000    0.000    0.000    0.000 text.py:1027(set_linespacing)
        7    0.000    0.000    0.000    0.000 argparse.py:1310(__init__)
      114    0.000    0.000    0.000    0.000 font_manager.py:736(set_style)
       25    0.000    0.000    0.000    0.000 __init__.py:416(by_key)
        1    0.000    0.000    0.000    0.000 core.py:49(use)
        7    0.000    0.000    0.000    0.000 _base.py:1126(_set_position)
        4    0.000    0.000    0.000    0.000 posixpath.py:401(_joinrealpath)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:235(<lambda>)
      384    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
      170    0.000    0.000    0.000    0.000 colors.py:677(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:213(_get_version)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
      448    0.000    0.000    0.000    0.000 copy.py:243(_keep_alive)
        2    0.000    0.000    0.000    0.000 _base.py:233(__call__)
      174    0.000    0.000    0.000    0.000 cm.py:89(__getitem__)
        1    0.000    0.000    0.000    0.000 rrule.py:1(<module>)
      709    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       34    0.000    0.000    0.000    0.000 lines.py:726(_get_transformed_path)
      264    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
     2765    0.000    0.000    0.000    0.000 font_manager.py:671(get_style)
       22    0.000    0.000    0.000    0.000 core.py:4037(_generateDefaultName)
       18    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        1    0.000    0.000    0.000    0.000 _typing.py:1(<module>)
     2765    0.000    0.000    0.000    0.000 font_manager.py:677(get_variant)
       13    0.000    0.000    0.000    0.000 text.py:239(_get_xy_display)
        4    0.000    0.000    0.000    0.000 core.py:1486(__mul__)
      313    0.000    0.000    0.000    0.000 artist.py:281(convert_yunits)
      303    0.000    0.000    0.000    0.000 text.py:1192(set_x)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
       14    0.000    0.000    0.000    0.000 re.py:222(split)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
     2765    0.000    0.000    0.000    0.000 font_manager.py:692(get_stretch)
      114    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
        1    0.000    0.000    0.000    0.000 figure.py:1315(subplots_adjust)
    92/50    0.000    0.000    0.000    0.000 _base.py:909(get_xaxis_transform)
       35    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
     1146    0.000    0.000    0.000    0.000 transforms.py:1929(get_matrix)
        2    0.000    0.000    0.000    0.000 axis.py:2536(_init)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
     2765    0.000    0.000    0.000    0.000 font_manager.py:683(get_weight)
  306/282    0.000    0.000    0.000    0.000 results.py:171(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:982(<dictcomp>)
       14    0.000    0.000    0.000    0.000 core.py:5835(__init__)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
        5    0.000    0.000    0.000    0.000 cbook.py:539(_get_data_path)
       14    0.000    0.000    0.000    0.000 transforms.py:1602(transform_path_affine)
      189    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:1(<module>)
       63    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 results.py:1(<module>)
       54    0.000    0.000    0.000    0.000 transforms.py:1833(frozen)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
       36    0.000    0.000    0.000    0.000 deprecation.py:187(finalize)
    92/50    0.000    0.000    0.000    0.000 _base.py:989(get_yaxis_transform)
      180    0.000    0.000    0.000    0.000 ticker.py:245(fix_minus)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
       36    0.000    0.000    0.000    0.000 text.py:1181(set_position)
        9    0.000    0.000    0.000    0.000 argparse.py:2150(_match_argument)
       68    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
