= Calculating relative diversity (B) for all neutral sites across the genome. = = =
Using recombination (crossover) map from ../bin/200kb.map
Plot saved to genome_plot.png
= B value calculated in 1.25 seconds. = = =
         1366344 function calls (1345329 primitive calls) in 1.689 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 collections.py:1497(set_color)
      440    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       63    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 scale.py:381(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
        1    0.000    0.000    0.000    0.000 scale.py:483(InvertedAsinhTransform)
      122    0.000    0.000    0.000    0.000 {built-in method math.log10}
       40    0.000    0.000    0.000    0.000 ticker.py:732(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:3468(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:609(LogisticTransform)
       37    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        1    0.000    0.000    0.000    0.000 _base.py:2860(<listcomp>)
       15    0.000    0.000    0.000    0.000 dataclasses.py:663(_is_type)
        5    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        2    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:1231(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
      165    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 unicode.py:75(nums)
        2    0.000    0.000    0.000    0.000 collections.py:571(set_linewidth)
        3    0.000    0.000    0.000    0.000 __init__.py:501(PYFUNCTYPE)
       10    0.000    0.000    0.000    0.000 patches.py:453(set_capstyle)
       12    0.000    0.000    0.000    0.000 core.py:289(wrapper)
        1    0.000    0.000    0.000    0.000 core.py:6568(__array_finalize__)
       33    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        8    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
       34    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:683(_code_to_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
       44    0.000    0.000    0.000    0.000 backend_bases.py:1031(get_hatch_path)
       39    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 Image.py:182(Dither)
        5    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
       11    0.000    0.000    0.000    0.000 version.py:503(_cmpkey)
        3    0.000    0.000    0.000    0.000 transforms.py:362(size)
       51    0.000    0.000    0.000    0.000 core.py:2409(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 numeric.py:2123(identity)
        1    0.000    0.000    0.000    0.000 numerictypes.py:589(_register_types)
       14    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
       84    0.000    0.000    0.000    0.000 enum.py:786(__reduce_ex__)
        1    0.000    0.000    0.000    0.000 _base.py:244(<listcomp>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:483(Image)
      201    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
      160    0.000    0.000    0.000    0.000 artist.py:611(get_gid)
       86    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method '__copy__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        5    0.000    0.000    0.000    0.000 path.py:734(unit_rectangle)
       17    0.000    0.000    0.000    0.000 inspect.py:2746(__hash__)
       97    0.000    0.000    0.000    0.000 core.py:5961(<genexpr>)
        1    0.000    0.000    0.000    0.000 widgets.py:1602(RadioButtons)
       29    0.000    0.000    0.000    0.000 pathlib.py:710(name)
       48    0.000    0.000    0.000    0.000 typing.py:1342(<genexpr>)
        3    0.000    0.000    0.000    0.000 core.py:1725(suppress)
       22    0.000    0.000    0.000    0.000 font_manager.py:1094(get_default_size)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:99(Disposal)
        1    0.000    0.000    0.000    0.000 _tritools.py:1(<module>)
       55    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x10271e050}
       49    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:105(_set_new_active_manager)
        2    0.000    0.000    0.000    0.000 cbook.py:1735(sanitize_sequence)
      171    0.000    0.000    0.000    0.000 core.py:1742(leave_whitespace)
       10    0.000    0.000    0.000    0.000 results.py:344(get)
       39    0.000    0.000    0.000    0.000 typing.py:371(__getattr__)
        2    0.000    0.000    0.000    0.000 pyplot.py:987(gcf)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
      213    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 Image.py:195(Quantize)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
       62    0.000    0.000    0.000    0.000 patches.py:2285(_register_style)
        6    0.000    0.000    0.000    0.000 artist.py:754(set_clip_box)
        1    0.000    0.000    0.000    0.000 gridspec.py:32(__init__)
        5    0.000    0.000    0.000    0.000 linalg.py:159(_commonType)
        1    0.000    0.000    0.000    0.000 cProfile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:3604(__init__)
        9    0.000    0.000    0.000    0.000 transforms.py:955(x0)
        3    0.000    0.000    0.000    0.000 numeric.py:67(zeros_like)
       17    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        2    0.000    0.000    0.000    0.000 transforms.py:1701(__init__)
        1    0.000    0.000    0.000    0.000 artist.py:117(Artist)
        4    0.000    0.000    0.000    0.000 figure.py:3047(get_size_inches)
        1    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
        1    0.000    0.000    0.000    0.000 figure.py:786(_add_axes_internal)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 helpers.py:658(OpAssoc)
        1    0.000    0.000    0.000    0.000 linalg.py:97(_determine_error_states)
      138    0.000    0.000    0.000    0.000 __init__.py:247(<genexpr>)
        1    0.000    0.000    0.000    0.000 image.py:231(_ImageBase)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       17    0.000    0.000    0.000    0.000 core.py:587(filled)
       81    0.000    0.000    0.000    0.000 __init__.py:14(set_module)
       65    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
        8    0.000    0.000    0.000    0.000 dataclasses.py:824(_set_new_attribute)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
       42    0.000    0.000    0.000    0.000 ticker.py:236(set_locs)
      128    0.000    0.000    0.000    0.000 stride_tricks.py:345(<genexpr>)
       31    0.000    0.000    0.000    0.000 ticker.py:1737(__call__)
       16    0.000    0.000    0.000    0.000 transforms.py:2646(get_matrix)
        2    0.000    0.000    0.000    0.000 collections.py:769(set_facecolor)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        4    0.000    0.000    0.000    0.000 transforms.py:1715(frozen)
        2    0.000    0.000    0.000    0.000 _base.py:3800(get_ylim)
        5    0.000    0.000    0.000    0.000 artist.py:1093(set_label)
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:71(_DTypeDict)
        1    0.000    0.000    0.000    0.000 core.py:3573(__init__)
       18    0.000    0.000    0.000    0.000 argparse.py:1567(_pop_action_class)
        8    0.000    0.000    0.000    0.000 transforms.py:2487(get_matrix)
        2    0.000    0.000    0.000    0.000 cbook.py:35(_get_running_interactive_framework)
       15    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 numerictypes.py:441(_construct_lookups)
        1    0.000    0.000    0.000    0.000 cbook.py:815(Grouper)
        2    0.000    0.000    0.000    0.000 inspect.py:1726(getattr_static)
        7    0.000    0.000    0.000    0.000 weakref.py:290(update)
       12    0.000    0.000    0.000    0.000 core.py:5915(<lambda>)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
      204    0.000    0.000    0.000    0.000 backend_bases.py:754(<lambda>)
      143    0.000    0.000    0.000    0.000 core.py:3931(<genexpr>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 polynomial.py:705(polyval)
        6    0.000    0.000    0.000    0.000 csv.py:107(__next__)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
       84    0.000    0.000    0.000    0.000 spines.py:558(__getattr__)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1219(__init__)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       85    0.000    0.000    0.000    0.000 core.py:1919(streamline)
        1    0.000    0.000    0.000    0.000 core.py:3373(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3883(And)
        2    0.000    0.000    0.000    0.000 axis.py:1152(get_inverted)
       15    0.000    0.000    0.000    0.000 rcsetup.py:152(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
       34    0.000    0.000    0.000    0.000 transforms.py:252(y0)
       99    0.000    0.000    0.000    0.000 __init__.py:185(keys)
        1    0.000    0.000    0.000    0.000 patches.py:1073(Polygon)
       64    0.000    0.000    0.000    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
        4    0.000    0.000    0.000    0.000 collections.py:677(_bcast_lwls)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
       51    0.000    0.000    0.000    0.000 text.py:1335(set_parse_math)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:464(<dictcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1448(add_mutually_exclusive_group)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
       15    0.000    0.000    0.000    0.000 rcsetup.py:85(_listify_validator)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:222(__init__)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        4    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
       28    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       78    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
      224    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:340(__init__)
      162    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       32    0.000    0.000    0.000    0.000 fromnumeric.py:3176(ndim)
        1    0.000    0.000    0.000    0.000 unicode.py:234(Japanese)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        2    0.000    0.000    0.000    0.000 ticker.py:2159(view_limits)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:3123(set_axisbelow)
        6    0.000    0.000    0.000    0.000 rcsetup.py:266(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 patches.py:1488(CirclePolygon)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
       18    0.000    0.000    0.000    0.000 cbook.py:2309(_unpack_to_numpy)
        1    0.000    0.000    0.000    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
      127    0.000    0.000    0.000    0.000 core.py:2396(__getnewargs__)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 pathlib.py:1285(exists)
       13    0.000    0.000    0.000    0.000 csv.py:93(fieldnames)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:844(register)
       14    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 argparse.py:1654(__init__)
        1    0.000    0.000    0.000    0.000 colorbar.py:195(Colorbar)
       12    0.000    0.000    0.000    0.000 dataclasses.py:367(field)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
      129    0.000    0.000    0.000    0.000 results.py:24(__getitem__)
        1    0.000    0.000    0.000    0.000 core.py:718(add_condition)
        2    0.000    0.000    0.000    0.000 _base.py:226(set_prop_cycle)
       43    0.000    0.000    0.000    0.000 argparse.py:1367(_registry_get)
        1    0.000    0.000    0.000    0.000 figure.py:3228(add_axobserver)
      120    0.000    0.000    0.000    0.000 artist.py:723(get_path_effects)
      101    0.000    0.000    0.000    0.000 axis.py:541(locator)
       46    0.000    0.000    0.000    0.000 backend_bases.py:1000(set_linewidth)
     16/4    0.000    0.000    0.000    0.000 ast.py:84(_convert)
        2    0.000    0.000    0.000    0.000 dataclasses.py:227(_recursive_repr)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.000    0.000 widgets.py:2042(MultiCursor)
      200    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        6    0.000    0.000    0.000    0.000 axis.py:848(limit_range_for_scale)
        2    0.000    0.000    0.000    0.000 axis.py:1893(set_major_locator)
        2    0.000    0.000    0.000    0.000 core.py:6744(__init__)
        1    0.000    0.000    0.000    0.000 art3d.py:641(Path3DCollection)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:120(Blend)
       31    0.000    0.000    0.000    0.000 transforms.py:1773(__array__)
       31    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
      161    0.000    0.000    0.000    0.000 util.py:200(escape_re_range_char)
        2    0.000    0.000    0.000    0.000 os.py:683(__setitem__)
       24    0.000    0.000    0.000    0.000 threading.py:1430(current_thread)
       14    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 patches.py:1172(Wedge)
       98    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
       68    0.000    0.000    0.000    0.000 lines.py:1455(is_dashed)
       11    0.000    0.000    0.000    0.000 argparse.py:906(__init__)
       77    0.000    0.000    0.000    0.000 axis.py:552(formatter)
        2    0.000    0.000    0.000    0.000 core.py:3408(_generateDefaultName)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 patches.py:1880(Circle)
        1    0.000    0.000    0.000    0.000 Image.py:413(_getencoder)
       78    0.000    0.000    0.000    0.000 _internal.py:883(<genexpr>)
        6    0.000    0.000    0.000    0.000 patches.py:493(set_hatch)
       12    0.000    0.000    0.000    0.000 weakref.py:428(__setitem__)
        1    0.000    0.000    0.000    0.000 Image.py:3624(_apply_env_variables)
       26    0.000    0.000    0.000    0.000 core.py:4234(<genexpr>)
       18    0.000    0.000    0.000    0.000 argparse.py:820(__init__)
       63    0.000    0.000    0.000    0.000 multiarray.py:669(result_type)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
       46    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       84    0.000    0.000    0.000    0.000 backend_bases.py:1004(set_url)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        6    0.000    0.000    0.000    0.000 __init__.py:312(_logged_cached)
        2    0.000    0.000    0.000    0.000 functools.py:853(<lambda>)
        1    0.000    0.000    0.000    0.000 _enums.py:17(_AutoStringNameEnum)
        1    0.000    0.000    0.000    0.000 _base.py:554(<dictcomp>)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
      213    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
       22    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       36    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__init__)
       13    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
        1    0.000    0.000    0.000    0.000 _base.py:2865(<listcomp>)
        4    0.000    0.000    0.000    0.000 _version.py:1(<module>)
       87    0.000    0.000    0.000    0.000 cbook.py:1633(<lambda>)
        2    0.000    0.000    0.000    0.000 axis.py:1853(set_minor_formatter)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.is_sorted_and_has_non_nan}
        1    0.000    0.000    0.000    0.000 cbook.py:120(CallbackRegistry)
       81    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
      142    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       10    0.000    0.000    0.000    0.000 re.py:269(escape)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
        1    0.000    0.000    0.000    0.000 util.py:260(_inner)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 twodim_base.py:158(eye)
        6    0.000    0.000    0.000    0.000 axis.py:924(reset_ticks)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:160(get_subplotspec_list)
        1    0.000    0.000    0.000    0.000 table.py:239(Table)
        9    0.000    0.000    0.000    0.000 argparse.py:2291(_get_nargs_pattern)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        4    0.000    0.000    0.000    0.000 axis.py:1265(_set_artist_props)
        9    0.000    0.000    0.000    0.000 transforms.py:965(x1)
       24    0.000    0.000    0.000    0.000 numerictypes.py:514(_scalar_type_key)
        3    0.000    0.000    0.000    0.000 core.py:706(add_parse_action)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:123(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
        6    0.000    0.000    0.000    0.000 text.py:1147(set_fontweight)
        2    0.000    0.000    0.000    0.000 axis.py:1909(set_minor_locator)
       38    0.000    0.000    0.000    0.000 multiarray.py:1080(copyto)
       48    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        8    0.000    0.000    0.000    0.000 argparse.py:2246(_get_option_tuples)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        8    0.000    0.000    0.000    0.000 argparse.py:2020(consume_positionals)
        1    0.000    0.000    0.000    0.000 collections.py:1972(_MeshData)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
      156    0.000    0.000    0.000    0.000 core.py:807(postParse)
       31    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 Image.py:190(Palette)
        1    0.000    0.000    0.000    0.000 core.py:326(condition_as_parse_action)
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       10    0.000    0.000    0.000    0.000 axis.py:1091(<dictcomp>)
        3    0.000    0.000    0.000    0.000 six.py:96(__get__)
        2    0.000    0.000    0.000    0.000 ticker.py:2028(_staircase)
        1    0.000    0.000    0.000    0.000 patches.py:936(PathPatch)
       66    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:537(swapaxes)
        1    0.000    0.000    0.000    0.000 argparse.py:154(HelpFormatter)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:100(get_active)
       18    0.000    0.000    0.000    0.000 transforms.py:56(_make_str_method)
       41    0.000    0.000    0.000    0.000 version.py:202(<genexpr>)
       12    0.000    0.000    0.000    0.000 dataclasses.py:448(_field_init)
        1    0.000    0.000    0.000    0.000 collections.py:1909(TriMesh)
       32    0.000    0.000    0.000    0.000 function_base.py:19(_linspace_dispatcher)
       13    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
       65    0.000    0.000    0.000    0.000 results.py:264(__bool__)
        1    0.000    0.000    0.000    0.000 core.py:1086(enable_packrat)
        2    0.000    0.000    0.000    0.000 core.py:2952(_update_from)
        1    0.000    0.000    0.000    0.000 argparse.py:1129(_SubParsersAction)
       90    0.000    0.000    0.000    0.000 axis.py:355(<genexpr>)
        2    0.000    0.000    0.000    0.000 inspect.py:1696(_check_class)
        2    0.000    0.000    0.000    0.000 collections.py:725(set_antialiased)
       30    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
       31    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
        8    0.000    0.000    0.000    0.000 _collections_abc.py:844(values)
        6    0.000    0.000    0.000    0.000 Image.py:3448(register_open)
        2    0.000    0.000    0.000    0.000 {built-in method _csv.reader}
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        5    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 collections.py:591(set_linestyle)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       47    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       69    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        5    0.000    0.000    0.000    0.000 rcsetup.py:212(_validate_pathlike)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        5    0.000    0.000    0.000    0.000 argparse.py:964(__init__)
       17    0.000    0.000    0.000    0.000 argparse.py:2049(<listcomp>)
        7    0.000    0.000    0.000    0.000 argparse.py:2480(_get_value)
       10    0.000    0.000    0.000    0.000 __init__.py:167(check_getitem)
        5    0.000    0.000    0.000    0.000 transforms.py:960(y0)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:865(__len__)
        1    0.000    0.000    0.000    0.000 collections.py:1302(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 font_manager.py:982(FontManager)
       69    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
       46    0.000    0.000    0.000    0.000 backend_bases.py:939(set_dashes)
        1    0.000    0.000    0.000    0.000 core.py:116(__diag__)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        5    0.000    0.000    0.000    0.000 deprecation.py:350(<genexpr>)
        3    0.000    0.000    0.000    0.000 Image.py:3517(register_extensions)
        1    0.000    0.000    0.000    0.000 figure.py:126(__init__)
       27    0.000    0.000    0.000    0.000 axis.py:746(<listcomp>)
       85    0.000    0.000    0.000    0.000 stride_tricks.py:476(_broadcast_arrays_dispatcher)
       62    0.000    0.000    0.000    0.000 fromnumeric.py:2096(_clip_dispatcher)
       45    0.000    0.000    0.000    0.000 text.py:898(get_position)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
        1    0.000    0.000    0.000    0.000 figure.py:2142(_set_artist_props)
       13    0.000    0.000    0.000    0.000 threading.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:749(StixFonts)
       32    0.000    0.000    0.000    0.000 image.py:124(<genexpr>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:421(validate_whiskers)
        3    0.000    0.000    0.000    0.000 argparse.py:1659(_add_action)
        2    0.000    0.000    0.000    0.000 dataclasses.py:572(<listcomp>)
       61    0.000    0.000    0.000    0.000 markers.py:458(_set_nothing)
       34    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:312(ResourceReader)
        7    0.000    0.000    0.000    0.000 legend_handler.py:171(__init__)
       10    0.000    0.000    0.000    0.000 transforms.py:1837(is_separable)
        1    0.000    0.000    0.000    0.000 core.py:4727(__init__)
        1    0.000    0.000    0.000    0.000 layout_engine.py:140(__init__)
        2    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
       26    0.000    0.000    0.000    0.000 cbook.py:106(__hash__)
        1    0.000    0.000    0.000    0.000 pyplot.py:469(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       64    0.000    0.000    0.000    0.000 {method '__exit__' of 'numpy.nditer' objects}
        1    0.000    0.000    0.000    0.000 defchararray.py:1922(chararray)
       44    0.000    0.000    0.000    0.000 backend_bases.py:834(get_clip_path)
        1    0.000    0.000    0.000    0.000 figure.py:1641(sca)
        1    0.000    0.000    0.000    0.000 offsetbox.py:906(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        4    0.000    0.000    0.000    0.000 core.py:5189(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 __init__.py:192(<dictcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:422(__init__)
       57    0.000    0.000    0.000    0.000 __init__.py:265(<genexpr>)
        4    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:3172(_ndim_dispatcher)
       19    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
       14    0.000    0.000    0.000    0.000 Image.py:3506(register_extension)
       24    0.000    0.000    0.000    0.000 patches.py:2269(<genexpr>)
       65    0.000    0.000    0.000    0.000 fromnumeric.py:2416(_all_dispatcher)
        6    0.000    0.000    0.000    0.000 linalg.py:135(_makearray)
       34    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       62    0.000    0.000    0.000    0.000 fromnumeric.py:1877(_nonzero_dispatcher)
       20    0.000    0.000    0.000    0.000 axis.py:223(get_tick_padding)
       20    0.000    0.000    0.000    0.000 colors.py:234(_has_alpha_channel)
        2    0.000    0.000    0.000    0.000 core.py:3644(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1768(EllipseCollection)
        2    0.000    0.000    0.000    0.000 backend_agg.py:86(_update_methods)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
