Distance,B
10786,0.953869
10787,0.953872
10788,0.953876
10789,0.953880
10790,0.953884
10791,0.953887
10792,0.953891
10793,0.953895
10794,0.953899
10795,0.953902
10796,0.953906
10797,0.953910
10798,0.953913
10799,0.953917
10800,0.953921
10801,0.953925
10802,0.953928
10803,0.953932
10804,0.953936
10805,0.953940
10806,0.953943
10807,0.953947
10808,0.953951
10809,0.953954
10810,0.953958
10811,0.953962
10812,0.953966
10813,0.953969
10814,0.953973
10815,0.953977
10816,0.953980
10817,0.953984
10818,0.953988
10819,0.953992
10820,0.953995
10821,0.953999
10822,0.954003
10823,0.954006
10824,0.954010
10825,0.954014
10826,0.954017
10827,0.954021
10828,0.954025
10829,0.954029
10830,0.954032
10831,0.954036
10832,0.954040
10833,0.954043
10834,0.954047
10835,0.954051
10836,0.954054
10837,0.954058
10838,0.954062
10839,0.954066
10840,0.954069
10841,0.954073
10842,0.954077
10843,0.954080
10844,0.954084
10845,0.954088
10846,0.954091
10847,0.954095
10848,0.954099
10849,0.954103
10850,0.954106
10851,0.954110
10852,0.954114
10853,0.954117
10854,0.954121
10855,0.954125
10856,0.954128
10857,0.954132
10858,0.954136
10859,0.954139
10860,0.954143
10861,0.954147
10862,0.954150
10863,0.954154
10864,0.954158
10865,0.954162
10866,0.954165
10867,0.954169
10868,0.954173
10869,0.954176
10870,0.954180
10871,0.954184
10872,0.954187
10873,0.954191
10874,0.954195
10875,0.954198
10876,0.954202
10877,0.954206
10878,0.954209
10879,0.954213
10880,0.954217
10881,0.954220
10882,0.954224
10883,0.954228
10884,0.954231
10885,0.954235
10886,0.954239
10887,0.954242
10888,0.954246
10889,0.954250
10890,0.954253
10891,0.954257
10892,0.954261
10893,0.954264
10894,0.954268
10895,0.954272
10896,0.954275
10897,0.954279
10898,0.954283
10899,0.954286
10900,0.954290
10901,0.954294
10902,0.954297
10903,0.954301
10904,0.954305
10905,0.954308
10906,0.954312
10907,0.954316
10908,0.954319
10909,0.954323
10910,0.954327
10911,0.954330
10912,0.954334
10913,0.954338
10914,0.954341
10915,0.954345
10916,0.954349
10917,0.954352
10918,0.954356
10919,0.954360
10920,0.954363
10921,0.954367
10922,0.954370
10923,0.954374
10924,0.954378
10925,0.954381
10926,0.954385
10927,0.954389
10928,0.954392
10929,0.954396
10930,0.954400
10931,0.954403
10932,0.954407
10933,0.954411
10934,0.954414
10935,0.954418
10936,0.954421
10937,0.954425
10938,0.954429
10939,0.954432
10940,0.954436
10941,0.954440
10942,0.954443
10943,0.954447
10944,0.954451
10945,0.954454
10946,0.954458
10947,0.954461
10948,0.954465
10949,0.954469
10950,0.954472
10951,0.954476
10952,0.954480
10953,0.954483
10954,0.954487
10955,0.954491
10956,0.954494
10957,0.954498
10958,0.954501
10959,0.954505
10960,0.954509
10961,0.954512
10962,0.954516
10963,0.954520
10964,0.954523
10965,0.954527
10966,0.954530
10967,0.954534
10968,0.954538
10969,0.954541
10970,0.954545
10971,0.954548
10972,0.954552
10973,0.954556
10974,0.954559
10975,0.954563
10976,0.954567
10977,0.954570
10978,0.954574
10979,0.954577
10980,0.954581
10981,0.954585
10982,0.954588
10983,0.954592
10984,0.954595
10985,0.954599
10986,0.954603
10987,0.954606
10988,0.954610
10989,0.954614
10990,0.954617
10991,0.954621
10992,0.954624
10993,0.954628
10994,0.954632
10995,0.954635
10996,0.954639
10997,0.954642
10998,0.954646
10999,0.954650
11000,0.954653
11001,0.954657
11002,0.954660
11003,0.954664
11004,0.954668
11005,0.954671
11006,0.954675
11007,0.954678
11008,0.954682
11009,0.954686
11010,0.954689
11011,0.954693
11012,0.954696
11013,0.954700
11014,0.954704
11015,0.954707
11016,0.954711
11017,0.954714
11018,0.954718
11019,0.954721
11020,0.954725
11021,0.954729
11022,0.954732
11023,0.954736
11024,0.954739
11025,0.954743
11026,0.954747
11027,0.954750
11028,0.954754
11029,0.954757
11030,0.954761
11031,0.954765
11032,0.954768
11033,0.954772
11034,0.954775
11035,0.954779
11036,0.954782
11037,0.954786
11038,0.954790
11039,0.954793
11040,0.954797
11041,0.954800
11042,0.954804
11043,0.954807
11044,0.954811
11045,0.954815
11046,0.954818
11047,0.954822
11048,0.954825
11049,0.954829
11050,0.954833
11051,0.954836
11052,0.954840
11053,0.954843
11054,0.954847
11055,0.954850
11056,0.954854
11057,0.954857
11058,0.954861
11059,0.954865
11060,0.954868
11061,0.954872
11062,0.954875
11063,0.954879
11064,0.954882
11065,0.954886
11066,0.954890
11067,0.954893
11068,0.954897
11069,0.954900
11070,0.954904
11071,0.954907
11072,0.954911
11073,0.954915
11074,0.954918
11075,0.954922
11076,0.954925
11077,0.954929
11078,0.954932
11079,0.954936
11080,0.954939
11081,0.954943
11082,0.954947
11083,0.954950
11084,0.954954
11085,0.954957
11086,0.954961
11087,0.954964
11088,0.954968
11089,0.954971
11090,0.954975
11091,0.954978
11092,0.954982
11093,0.954986
11094,0.954989
11095,0.954993
11096,0.954996
11097,0.955000
11098,0.955003
11099,0.955007
11100,0.955010
11101,0.955014
11102,0.955017
11103,0.955021
11104,0.955025
11105,0.955028
11106,0.955032
11107,0.955035
11108,0.955039
11109,0.955042
11110,0.955046
11111,0.955049
11112,0.955053
11113,0.955056
11114,0.955060
11115,0.955063
11116,0.955067
11117,0.955071
11118,0.955074
11119,0.955078
11120,0.955081
11121,0.955085
11122,0.955088
11123,0.955092
11124,0.955095
11125,0.955099
11126,0.955102
11127,0.955106
11128,0.955109
11129,0.955113
11130,0.955116
11131,0.955120
11132,0.955123
11133,0.955127
11134,0.955131
11135,0.955134
11136,0.955138
11137,0.955141
11138,0.955145
11139,0.955148
11140,0.955152
11141,0.955155
11142,0.955159
11143,0.955162
11144,0.955166
11145,0.955169
11146,0.955173
11147,0.955176
11148,0.955180
11149,0.955183
11150,0.955187
11151,0.955190
11152,0.955194
11153,0.955197
11154,0.955201
11155,0.955204
11156,0.955208
11157,0.955211
11158,0.955215
11159,0.955218
11160,0.955222
11161,0.955225
11162,0.955229
11163,0.955232
11164,0.955236
11165,0.955239
11166,0.955243
11167,0.955246
11168,0.955250
11169,0.955253
11170,0.955257
11171,0.955261
11172,0.955264
11173,0.955268
11174,0.955271
11175,0.955275
11176,0.955278
11177,0.955282
11178,0.955285
11179,0.955289
11180,0.955292
11181,0.955295
11182,0.955299
11183,0.955302
11184,0.955306
11185,0.955309
11186,0.955313
11187,0.955316
11188,0.955320
11189,0.955323
11190,0.955327
11191,0.955330
11192,0.955334
11193,0.955337
11194,0.955341
11195,0.955344
11196,0.955348
11197,0.955351
11198,0.955355
11199,0.955358
11200,0.955362
11201,0.955365
11202,0.955369
11203,0.955372
11204,0.955376
11205,0.955379
11206,0.955383
11207,0.955386
11208,0.955390
11209,0.955393
11210,0.955397
11211,0.955400
11212,0.955404
11213,0.955407
11214,0.955411
11215,0.955414
11216,0.955418
11217,0.955421
11218,0.955424
11219,0.955428
11220,0.955431
11221,0.955435
11222,0.955438
11223,0.955442
11224,0.955445
11225,0.955449
11226,0.955452
11227,0.955456
11228,0.955459
11229,0.955463
11230,0.955466
11231,0.955470
11232,0.955473
11233,0.955477
11234,0.955480
11235,0.955484
11236,0.955487
11237,0.955490
11238,0.955494
11239,0.955497
11240,0.955501
11241,0.955504
11242,0.955508
11243,0.955511
11244,0.955515
11245,0.955518
11246,0.955522
11247,0.955525
11248,0.955529
11249,0.955532
11250,0.955535
11251,0.955539
11252,0.955542
11253,0.955546
11254,0.955549
11255,0.955553
11256,0.955556
11257,0.955560
11258,0.955563
11259,0.955567
11260,0.955570
11261,0.955573
11262,0.955577
11263,0.955580
11264,0.955584
11265,0.955587
11266,0.955591
11267,0.955594
11268,0.955598
11269,0.955601
11270,0.955604
11271,0.955608
11272,0.955611
11273,0.955615
11274,0.955618
11275,0.955622
11276,0.955625
11277,0.955629
11278,0.955632
11279,0.955635
11280,0.955639
11281,0.955642
11282,0.955646
11283,0.955649
11284,0.955653
11285,0.955656
11286,0.955660
11287,0.955663
11288,0.955666
11289,0.955670
11290,0.955673
11291,0.955677
11292,0.955680
11293,0.955684
11294,0.955687
11295,0.955690
11296,0.955694
11297,0.955697
11298,0.955701
11299,0.955704
11300,0.955708
11301,0.955711
11302,0.955715
11303,0.955718
11304,0.955721
11305,0.955725
11306,0.955728
11307,0.955732
11308,0.955735
11309,0.955739
11310,0.955742
11311,0.955745
11312,0.955749
11313,0.955752
11314,0.955756
11315,0.955759
11316,0.955762
11317,0.955766
11318,0.955769
11319,0.955773
11320,0.955776
11321,0.955780
11322,0.955783
11323,0.955786
11324,0.955790
11325,0.955793
11326,0.955797
11327,0.955800
11328,0.955803
11329,0.955807
11330,0.955810
11331,0.955814
11332,0.955817
11333,0.955821
11334,0.955824
11335,0.955827
11336,0.955831
11337,0.955834
11338,0.955838
11339,0.955841
11340,0.955844
11341,0.955848
11342,0.955851
11343,0.955855
11344,0.955858
11345,0.955861
11346,0.955865
11347,0.955868
11348,0.955872
11349,0.955875
11350,0.955878
11351,0.955882
11352,0.955885
11353,0.955889
11354,0.955892
11355,0.955895
11356,0.955899
11357,0.955902
11358,0.955906
11359,0.955909
11360,0.955912
11361,0.955916
11362,0.955919
11363,0.955923
11364,0.955926
11365,0.955929
11366,0.955933
11367,0.955936
11368,0.955940
11369,0.955943
11370,0.955946
11371,0.955950
11372,0.955953
11373,0.955957
11374,0.955960
11375,0.955963
11376,0.955967
11377,0.955970
11378,0.955974
11379,0.955977
11380,0.955980
11381,0.955984
11382,0.955987
11383,0.955990
11384,0.955994
11385,0.955997
11386,0.956001
11387,0.956004
11388,0.956007
11389,0.956011
11390,0.956014
11391,0.956018
11392,0.956021
11393,0.956024
11394,0.956028
11395,0.956031
11396,0.956034
11397,0.956038
11398,0.956041
11399,0.956045
11400,0.956048
11401,0.956051
11402,0.956055
11403,0.956058
11404,0.956061
11405,0.956065
11406,0.956068
11407,0.956072
11408,0.956075
11409,0.956078
11410,0.956082
11411,0.956085
11412,0.956088
11413,0.956092
11414,0.956095
11415,0.956099
11416,0.956102
11417,0.956105
11418,0.956109
11419,0.956112
11420,0.956115
11421,0.956119
11422,0.956122
11423,0.956125
11424,0.956129
11425,0.956132
11426,0.956136
11427,0.956139
11428,0.956142
11429,0.956146
11430,0.956149
11431,0.956152
11432,0.956156
11433,0.956159
11434,0.956162
11435,0.956166
11436,0.956169
11437,0.956173
11438,0.956176
11439,0.956179
11440,0.956183
11441,0.956186
11442,0.956189
11443,0.956193
11444,0.956196
11445,0.956199
11446,0.956203
11447,0.956206
11448,0.956209
11449,0.956213
11450,0.956216
11451,0.956219
11452,0.956223
11453,0.956226
11454,0.956229
11455,0.956233
11456,0.956236
11457,0.956240
11458,0.956243
11459,0.956246
11460,0.956250
11461,0.956253
11462,0.956256
11463,0.956260
11464,0.956263
11465,0.956266
11466,0.956270
11467,0.956273
11468,0.956276
11469,0.956280
11470,0.956283
11471,0.956286
11472,0.956290
11473,0.956293
11474,0.956296
11475,0.956300
11476,0.956303
11477,0.956306
11478,0.956310
11479,0.956313
11480,0.956316
11481,0.956320
11482,0.956323
11483,0.956326
11484,0.956330
11485,0.956333
11486,0.956336
11487,0.956340
11488,0.956343
11489,0.956346
11490,0.956350
11491,0.956353
11492,0.956356
11493,0.956360
11494,0.956363
11495,0.956366
11496,0.956370
11497,0.956373
11498,0.956376
11499,0.956380
11500,0.956383
11501,0.956386
11502,0.956390
11503,0.956393
11504,0.956396
11505,0.956399
11506,0.956403
11507,0.956406
11508,0.956409
11509,0.956413
11510,0.956416
11511,0.956419
11512,0.956423
11513,0.956426
11514,0.956429
11515,0.956433
11516,0.956436
11517,0.956439
11518,0.956443
11519,0.956446
11520,0.956449
11521,0.956453
11522,0.956456
11523,0.956459
11524,0.956462
11525,0.956466
11526,0.956469
11527,0.956472
11528,0.956476
11529,0.956479
11530,0.956482
11531,0.956486
11532,0.956489
11533,0.956492
11534,0.956496
11535,0.956499
11536,0.956502
11537,0.956505
11538,0.956509
11539,0.956512
11540,0.956515
11541,0.956519
11542,0.956522
11543,0.956525
11544,0.956529
11545,0.956532
11546,0.956535
11547,0.956538
11548,0.956542
11549,0.956545
11550,0.956548
11551,0.956552
11552,0.956555
11553,0.956558
11554,0.956562
11555,0.956565
11556,0.956568
11557,0.956571
11558,0.956575
11559,0.956578
11560,0.956581
11561,0.956585
11562,0.956588
11563,0.956591
11564,0.956594
11565,0.956598
11566,0.956601
11567,0.956604
11568,0.956608
11569,0.956611
11570,0.956614
11571,0.956617
11572,0.956621
11573,0.956624
11574,0.956627
11575,0.956631
11576,0.956634
11577,0.956637
11578,0.956640
11579,0.956644
11580,0.956647
11581,0.956650
11582,0.956654
11583,0.956657
11584,0.956660
11585,0.956663
11586,0.956667
11587,0.956670
11588,0.956673
11589,0.956677
11590,0.956680
11591,0.956683
11592,0.956686
11593,0.956690
11594,0.956693
11595,0.956696
11596,0.956699
11597,0.956703
11598,0.956706
11599,0.956709
11600,0.956713
11601,0.956716
11602,0.956719
11603,0.956722
11604,0.956726
11605,0.956729
11606,0.956732
11607,0.956735
11608,0.956739
11609,0.956742
11610,0.956745
11611,0.956748
11612,0.956752
11613,0.956755
11614,0.956758
11615,0.956762
11616,0.956765
11617,0.956768
11618,0.956771
11619,0.956775
11620,0.956778
11621,0.956781
11622,0.956784
11623,0.956788
11624,0.956791
11625,0.956794
11626,0.956797
11627,0.956801
11628,0.956804
11629,0.956807
11630,0.956810
11631,0.956814
11632,0.956817
11633,0.956820
11634,0.956823
11635,0.956827
11636,0.956830
11637,0.956833
11638,0.956836
11639,0.956840
11640,0.956843
11641,0.956846
11642,0.956849
11643,0.956853
11644,0.956856
11645,0.956859
11646,0.956862
11647,0.956866
11648,0.956869
11649,0.956872
11650,0.956875
11651,0.956879
11652,0.956882
11653,0.956885
11654,0.956888
11655,0.956892
11656,0.956895
11657,0.956898
11658,0.956901
11659,0.956905
11660,0.956908
11661,0.956911
11662,0.956914
11663,0.956918
11664,0.956921
11665,0.956924
11666,0.956927
11667,0.956931
11668,0.956934
11669,0.956937
11670,0.956940
11671,0.956943
11672,0.956947
11673,0.956950
11674,0.956953
11675,0.956956
11676,0.956960
11677,0.956963
11678,0.956966
11679,0.956969
11680,0.956973
11681,0.956976
11682,0.956979
11683,0.956982
11684,0.956985
11685,0.956989
11686,0.956992
11687,0.956995
11688,0.956998
11689,0.957002
11690,0.957005
11691,0.957008
11692,0.957011
11693,0.957015
11694,0.957018
11695,0.957021
11696,0.957024
11697,0.957027
11698,0.957031
11699,0.957034
11700,0.957037
11701,0.957040
11702,0.957043
11703,0.957047
11704,0.957050
11705,0.957053
11706,0.957056
11707,0.957060
11708,0.957063
11709,0.957066
11710,0.957069
11711,0.957072
11712,0.957076
11713,0.957079
11714,0.957082
11715,0.957085
11716,0.957089
11717,0.957092
11718,0.957095
11719,0.957098
11720,0.957101
11721,0.957105
11722,0.957108
11723,0.957111
11724,0.957114
11725,0.957117
11726,0.957121
11727,0.957124
11728,0.957127
11729,0.957130
11730,0.957133
11731,0.957137
11732,0.957140
11733,0.957143
11734,0.957146
11735,0.957149
11736,0.957153
11737,0.957156
11738,0.957159
11739,0.957162
11740,0.957165
11741,0.957169
11742,0.957172
11743,0.957175
11744,0.957178
11745,0.957181
11746,0.957185
11747,0.957188
11748,0.957191
11749,0.957194
11750,0.957197
11751,0.957201
11752,0.957204
11753,0.957207
11754,0.957210
11755,0.957213
11756,0.957217
11757,0.957220
11758,0.957223
11759,0.957226
11760,0.957229
11761,0.957233
11762,0.957236
11763,0.957239
11764,0.957242
11765,0.957245
11766,0.957248
11767,0.957252
11768,0.957255
11769,0.957258
11770,0.957261
11771,0.957264
11772,0.957268
11773,0.957271
11774,0.957274
11775,0.957277
11776,0.957280
11777,0.957283
11778,0.957287
11779,0.957290
11780,0.957293
11781,0.957296
11782,0.957299
11783,0.957303
11784,0.957306
11785,0.957309
11786,0.957312
11787,0.957315
11788,0.957318
11789,0.957322
11790,0.957325
11791,0.957328
11792,0.957331
11793,0.957334
11794,0.957338
11795,0.957341
11796,0.957344
11797,0.957347
11798,0.957350
11799,0.957353
11800,0.957357
11801,0.957360
11802,0.957363
11803,0.957366
11804,0.957369
11805,0.957372
11806,0.957376
11807,0.957379
11808,0.957382
11809,0.957385
11810,0.957388
11811,0.957391
11812,0.957395
11813,0.957398
11814,0.957401
11815,0.957404
11816,0.957407
11817,0.957410
11818,0.957414
11819,0.957417
11820,0.957420
11821,0.957423
11822,0.957426
11823,0.957429
11824,0.957432
11825,0.957436
11826,0.957439
11827,0.957442
11828,0.957445
11829,0.957448
11830,0.957451
11831,0.957455
11832,0.957458
11833,0.957461
11834,0.957464
11835,0.957467
11836,0.957470
11837,0.957473
11838,0.957477
11839,0.957480
11840,0.957483
11841,0.957486
11842,0.957489
11843,0.957492
11844,0.957496
11845,0.957499
11846,0.957502
11847,0.957505
11848,0.957508
11849,0.957511
11850,0.957514
11851,0.957518
11852,0.957521
11853,0.957524
11854,0.957527
11855,0.957530
11856,0.957533
11857,0.957536
11858,0.957540
11859,0.957543
11860,0.957546
11861,0.957549
11862,0.957552
11863,0.957555
11864,0.957558
11865,0.957562
11866,0.957565
11867,0.957568
11868,0.957571
11869,0.957574
11870,0.957577
11871,0.957580
11872,0.957584
11873,0.957587
11874,0.957590
11875,0.957593
11876,0.957596
11877,0.957599
11878,0.957602
11879,0.957605
11880,0.957609
11881,0.957612
11882,0.957615
11883,0.957618
11884,0.957621
11885,0.957624
11886,0.957627
11887,0.957630
11888,0.957634
11889,0.957637
11890,0.957640
11891,0.957643
11892,0.957646
11893,0.957649
11894,0.957652
11895,0.957655
11896,0.957659
11897,0.957662
11898,0.957665
11899,0.957668
11900,0.957671
11901,0.957674
11902,0.957677
11903,0.957680
11904,0.957684
11905,0.957687
11906,0.957690
11907,0.957693
11908,0.957696
11909,0.957699
11910,0.957702
11911,0.957705
11912,0.957709
11913,0.957712
11914,0.957715
11915,0.957718
11916,0.957721
11917,0.957724
11918,0.957727
11919,0.957730
11920,0.957733
11921,0.957737
11922,0.957740
11923,0.957743
11924,0.957746
11925,0.957749
11926,0.957752
11927,0.957755
11928,0.957758
11929,0.957761
11930,0.957765
11931,0.957768
11932,0.957771
11933,0.957774
11934,0.957777
11935,0.957780
11936,0.957783
11937,0.957786
11938,0.957789
11939,0.957792
11940,0.957796
11941,0.957799
11942,0.957802
11943,0.957805
11944,0.957808
11945,0.957811
11946,0.957814
11947,0.957817
11948,0.957820
11949,0.957823
11950,0.957827
11951,0.957830
11952,0.957833
11953,0.957836
11954,0.957839
11955,0.957842
11956,0.957845
11957,0.957848
11958,0.957851
11959,0.957854
11960,0.957858
11961,0.957861
11962,0.957864
11963,0.957867
11964,0.957870
11965,0.957873
11966,0.957876
11967,0.957879
11968,0.957882
11969,0.957885
11970,0.957888
11971,0.957892
11972,0.957895
11973,0.957898
11974,0.957901
11975,0.957904
11976,0.957907
11977,0.957910
11978,0.957913
11979,0.957916
11980,0.957919
11981,0.957922
11982,0.957925
11983,0.957929
11984,0.957932
11985,0.957935
11986,0.957938
11987,0.957941
11988,0.957944
11989,0.957947
11990,0.957950
11991,0.957953
11992,0.957956
11993,0.957959
11994,0.957962
11995,0.957965
11996,0.957969
11997,0.957972
11998,0.957975
11999,0.957978
12000,0.957981
12001,0.957984
12002,0.957987
12003,0.957990
12004,0.957993
12005,0.957996
12006,0.957999
12007,0.958002
12008,0.958005
12009,0.958008
12010,0.958012
12011,0.958015
12012,0.958018
12013,0.958021
12014,0.958024
12015,0.958027
12016,0.958030
12017,0.958033
12018,0.958036
12019,0.958039
12020,0.958042
12021,0.958045
12022,0.958048
12023,0.958051
12024,0.958054
12025,0.958058
12026,0.958061
12027,0.958064
12028,0.958067
12029,0.958070
12030,0.958073
12031,0.958076
12032,0.958079
12033,0.958082
12034,0.958085
12035,0.958088
12036,0.958091
12037,0.958094
12038,0.958097
12039,0.958100
12040,0.958103
12041,0.958106
12042,0.958110
12043,0.958113
12044,0.958116
12045,0.958119
12046,0.958122
12047,0.958125
12048,0.958128
12049,0.958131
12050,0.958134
12051,0.958137
12052,0.958140
12053,0.958143
12054,0.958146
12055,0.958149
12056,0.958152
12057,0.958155
12058,0.958158
12059,0.958161
12060,0.958164
12061,0.958167
12062,0.958171
12063,0.958174
12064,0.958177
12065,0.958180
12066,0.958183
12067,0.958186
12068,0.958189
12069,0.958192
12070,0.958195
12071,0.958198
12072,0.958201
12073,0.958204
12074,0.958207
12075,0.958210
12076,0.958213
12077,0.958216
12078,0.958219
12079,0.958222
12080,0.958225
12081,0.958228
12082,0.958231
12083,0.958234
12084,0.958237
12085,0.958240
12086,0.958243
12087,0.958246
12088,0.958250
12089,0.958253
12090,0.958256
12091,0.958259
12092,0.958262
12093,0.958265
12094,0.958268
12095,0.958271
12096,0.958274
12097,0.958277
12098,0.958280
12099,0.958283
12100,0.958286
12101,0.958289
12102,0.958292
12103,0.958295
12104,0.958298
12105,0.958301
12106,0.958304
12107,0.958307
12108,0.958310
12109,0.958313
12110,0.958316
12111,0.958319
12112,0.958322
12113,0.958325
12114,0.958328
12115,0.958331
12116,0.958334
12117,0.958337
12118,0.958340
12119,0.958343
12120,0.958346
12121,0.958349
12122,0.958352
12123,0.958355
12124,0.958358
12125,0.958361
12126,0.958364
12127,0.958367
12128,0.958370
12129,0.958373
12130,0.958376
12131,0.958379
12132,0.958382
12133,0.958386
12134,0.958389
12135,0.958392
12136,0.958395
12137,0.958398
12138,0.958401
12139,0.958404
12140,0.958407
12141,0.958410
12142,0.958413
12143,0.958416
12144,0.958419
12145,0.958422
12146,0.958425
12147,0.958428
12148,0.958431
12149,0.958434
12150,0.958437
12151,0.958440
12152,0.958443
12153,0.958446
12154,0.958449
12155,0.958452
12156,0.958455
12157,0.958458
12158,0.958461
12159,0.958464
12160,0.958467
12161,0.958470
12162,0.958473
12163,0.958476
12164,0.958479
12165,0.958482
12166,0.958485
12167,0.958488
12168,0.958491
12169,0.958494
12170,0.958497
12171,0.958500
12172,0.958503
12173,0.958506
12174,0.958509
12175,0.958512
12176,0.958515
12177,0.958518
12178,0.958521
12179,0.958524
12180,0.958527
12181,0.958530
12182,0.958533
12183,0.958536
12184,0.958539
12185,0.958542
12186,0.958545
12187,0.958547
12188,0.958550
12189,0.958553
12190,0.958556
12191,0.958559
12192,0.958562
12193,0.958565
12194,0.958568
12195,0.958571
12196,0.958574
12197,0.958577
12198,0.958580
12199,0.958583
12200,0.958586
12201,0.958589
12202,0.958592
12203,0.958595
12204,0.958598
12205,0.958601
12206,0.958604
12207,0.958607
12208,0.958610
12209,0.958613
12210,0.958616
12211,0.958619
12212,0.958622
12213,0.958625
12214,0.958628
12215,0.958631
12216,0.958634
12217,0.958637
12218,0.958640
12219,0.958643
12220,0.958646
12221,0.958649
12222,0.958652
12223,0.958655
12224,0.958658
12225,0.958661
12226,0.958664
12227,0.958667
12228,0.958670
12229,0.958673
12230,0.958676
12231,0.958678
12232,0.958681
12233,0.958684
12234,0.958687
12235,0.958690
12236,0.958693
12237,0.958696
12238,0.958699
12239,0.958702
12240,0.958705
12241,0.958708
12242,0.958711
12243,0.958714
12244,0.958717
12245,0.958720
12246,0.958723
12247,0.958726
12248,0.958729
12249,0.958732
12250,0.958735
12251,0.958738
12252,0.958741
12253,0.958744
12254,0.958747
12255,0.958750
12256,0.958753
12257,0.958755
12258,0.958758
12259,0.958761
12260,0.958764
12261,0.958767
12262,0.958770
12263,0.958773
12264,0.958776
12265,0.958779
12266,0.958782
12267,0.958785
12268,0.958788
12269,0.958791
12270,0.958794
12271,0.958797
12272,0.958800
12273,0.958803
12274,0.958806
12275,0.958809
12276,0.958812
12277,0.958815
12278,0.958817
12279,0.958820
12280,0.958823
12281,0.958826
12282,0.958829
12283,0.958832
12284,0.958835
12285,0.958838
12286,0.958841
12287,0.958844
12288,0.958847
12289,0.958850
12290,0.958853
12291,0.958856
12292,0.958859
12293,0.958862
12294,0.958865
12295,0.958868
12296,0.958870
12297,0.958873
12298,0.958876
12299,0.958879
12300,0.958882
12301,0.958885
12302,0.958888
12303,0.958891
12304,0.958894
12305,0.958897
12306,0.958900
12307,0.958903
12308,0.958906
12309,0.958909
12310,0.958912
12311,0.958914
12312,0.958917
12313,0.958920
12314,0.958923
12315,0.958926
12316,0.958929
12317,0.958932
12318,0.958935
12319,0.958938
12320,0.958941
12321,0.958944
12322,0.958947
12323,0.958950
12324,0.958953
12325,0.958955
12326,0.958958
12327,0.958961
12328,0.958964
12329,0.958967
12330,0.958970
12331,0.958973
12332,0.958976
12333,0.958979
12334,0.958982
12335,0.958985
12336,0.958988
12337,0.958991
12338,0.958993
12339,0.958996
12340,0.958999
12341,0.959002
12342,0.959005
12343,0.959008
12344,0.959011
12345,0.959014
12346,0.959017
12347,0.959020
12348,0.959023
12349,0.959026
12350,0.959028
12351,0.959031
12352,0.959034
12353,0.959037
12354,0.959040
12355,0.959043
12356,0.959046
12357,0.959049
12358,0.959052
12359,0.959055
12360,0.959058
12361,0.959061
12362,0.959063
12363,0.959066
12364,0.959069
12365,0.959072
12366,0.959075
12367,0.959078
12368,0.959081
12369,0.959084
12370,0.959087
12371,0.959090
12372,0.959093
12373,0.959095
12374,0.959098
12375,0.959101
12376,0.959104
12377,0.959107
12378,0.959110
12379,0.959113
12380,0.959116
12381,0.959119
12382,0.959122
12383,0.959124
12384,0.959127
12385,0.959130
12386,0.959133
12387,0.959136
12388,0.959139
12389,0.959142
12390,0.959145
12391,0.959148
12392,0.959151
12393,0.959153
12394,0.959156
12395,0.959159
12396,0.959162
12397,0.959165
12398,0.959168
12399,0.959171
12400,0.959174
12401,0.959177
12402,0.959179
12403,0.959182
12404,0.959185
12405,0.959188
12406,0.959191
12407,0.959194
12408,0.959197
12409,0.959200
12410,0.959203
12411,0.959205
12412,0.959208
12413,0.959211
12414,0.959214
12415,0.959217
12416,0.959220
12417,0.959223
12418,0.959226
12419,0.959229
12420,0.959231
12421,0.959234
12422,0.959237
12423,0.959240
12424,0.959243
12425,0.959246
12426,0.959249
12427,0.959252
12428,0.959255
12429,0.959257
12430,0.959260
12431,0.959263
12432,0.959266
12433,0.959269
12434,0.959272
12435,0.959275
12436,0.959278
12437,0.959280
12438,0.959283
12439,0.959286
12440,0.959289
12441,0.959292
12442,0.959295
12443,0.959298
12444,0.959301
12445,0.959303
12446,0.959306
12447,0.959309
12448,0.959312
12449,0.959315
12450,0.959318
12451,0.959321
12452,0.959324
12453,0.959326
12454,0.959329
12455,0.959332
12456,0.959335
12457,0.959338
12458,0.959341
12459,0.959344
12460,0.959346
12461,0.959349
12462,0.959352
12463,0.959355
12464,0.959358
12465,0.959361
12466,0.959364
12467,0.959367
12468,0.959369
12469,0.959372
12470,0.959375
12471,0.959378
12472,0.959381
12473,0.959384
12474,0.959387
12475,0.959389
12476,0.959392
12477,0.959395
12478,0.959398
12479,0.959401
12480,0.959404
12481,0.959407
12482,0.959409
12483,0.959412
12484,0.959415
12485,0.959418
12486,0.959421
12487,0.959424
12488,0.959427
12489,0.959429
12490,0.959432
12491,0.959435
12492,0.959438
12493,0.959441
12494,0.959444
12495,0.959447
12496,0.959449
12497,0.959452
12498,0.959455
12499,0.959458
12500,0.959461
12501,0.959464
12502,0.959467
12503,0.959469
12504,0.959472
12505,0.959475
12506,0.959478
12507,0.959481
12508,0.959484
12509,0.959486
12510,0.959489
12511,0.959492
12512,0.959495
12513,0.959498
12514,0.959501
12515,0.959504
12516,0.959506
12517,0.959509
12518,0.959512
12519,0.959515
12520,0.959518
12521,0.959521
12522,0.959523
12523,0.959526
12524,0.959529
12525,0.959532
12526,0.959535
12527,0.959538
12528,0.959540
12529,0.959543
12530,0.959546
12531,0.959549
12532,0.959552
12533,0.959555
12534,0.959558
